TRUE,We have a federal government that thinks they have the authority to regulate our toilet seats.,ted-cruz
TRUE,Austin is a city that has basically doubled in size every 25 years or so since it was founded.,lee-leffingwell
TRUE,"The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.",north-korea
FALSE,"In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.",walking-dead
TRUE,"Under President George W. Bush, we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt.",kelly-ayotte
FALSE,Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.,marco-rubio
TRUE,Says Marco Rubio skipped 18 defense votes including one to arm the Kurds to fight ISIS.,keep-promise-1-pac
FALSE,"Rep. David Cicilline is responsible for the federal loan guarantee to Solyndra, the failed solar company",national-republican-congressional-committee
FALSE,Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe.,rachel-maddow
FALSE,We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,jerry-patterson
TRUE,African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.,bernie-s
FALSE,"Obamacare will provide insurance to all non-U.S. residents, even if they are here illegally.",chain-email
FALSE,President Barack Obama took exactly none of his own deficit reduction commissions ideas. Not one.,john-boehner
FALSE,It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khans) life.,katrina-pierson
TRUE,Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners.,blog-posting
FALSE,Says the paperback edition of Mitt Romneys book deleted line that Massachusetts individual mandate should be the model for the country,rick-perry
FALSE,"Maggie Hassan raised tuition, making it the highest in America.",national-republican-senatorial-committee
FALSE,Says Terry McAuliffe is the person who invented the scheme to rent out the Lincoln Bedroom.,ken-cuccinelli
TRUE,"We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history",andrew-cuomo
FALSE,"We have towns in West Texas that are out of water, that are having to truck in water.",sid-miller
TRUE,"In Georgia, women earn 82 cents for every dollar earned by men.",jim-barksdale
TRUE,A federal system that verifies employees are authorized to work in the U.S. is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time.,david-raynor
FALSE,"They were going to build the wall a while ago, not so long ago, like in 06. And they couldnt get environmental impact statements.",donald-trump
FALSE,Sen. Obama's campaign announced that he's choosing his cabinet.,john-mccain
TRUE,"In 2008, only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.",battleground-texas
FALSE,Only 2 percent of public high schools in the country offer PE classes.,michelle-obama
TRUE,"Said he's the only Republican candidate ""who's actually turned around a government economy.""",rudy-giuliani
TRUE,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""",john-barrasso
TRUE,"There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools.",empower-texans
FALSE,"Under Mayor Cicilline, [Providence] was a sanctuary city.",john-depetro
FALSE,Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.,garnet-coleman
TRUE,"At Bain Capital, we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.",mitt-romney
FALSE,"Says the man who rushed the stage at him in Dayton, Ohio, had chatter about ISIS, or with ISIS in his social media posts.",donald-trump
FALSE,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,michael-opitz
FALSE,Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America.,rick-scott
TRUE,"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.",terry-mcauliffe
FALSE,"Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",mitt-romney
TRUE,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",alfredo-gutierrez
TRUE,The only time in our history when the debt has been higher than this was the end of World War II.,david-cote
TRUE,The cost of health care is now the single-biggest factor driving down the federal budget deficit.,barack-obama
TRUE,"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.",george-will
FALSE,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,elena-kagan
FALSE,Says one out of three U.S. homeless men is a veteran.,texas-veterans-commission
FALSE,Says Charlie Crist supports cuts to the Medicare Advantage program.,republican-party-florida
TRUE,I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.,maurice-ferre
TRUE,Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,jeanne-shaheen
TRUE,"At some point in their lives, 99% of women use birth control.",susan-happ
FALSE,"In the past 20 years, Egypt has made great strides in political and democratic reform.",sameh-shoukry
FALSE,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,karl-rove
TRUE,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,gwen-graham
TRUE,"In Rick Perrys Texas, we import nurses ... from other countries.",bill-white
TRUE,There is a federal criminal law that says its a crime to transport dentures across state lines.,bob-goodlatte
TRUE,We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,cory-booker
FALSE,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",joe-biden
FALSE,Austin is burdened by the fastest-growing tax increases of any major city in the nation.,jim-skaggs
FALSE,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.",john-mccain
TRUE,I belong to the AFL-CIO.,rick-perry
TRUE,The insurance commissioner cant do squat about health care.,ralph-hudgens
TRUE,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,mitt-romney
FALSE,"President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.",mitt-romney
FALSE,Says David Jolly supports privatizing Social Security.,florida-democratic-party
TRUE,Did you know US population growth is at its lowest since the Great Depression?,robert-sarvis
TRUE,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",will-weatherford
TRUE,"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history.",mark-shields
TRUE,A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,national-association-realtors
FALSE,The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,brady-campaign-prevent-gun-violence
FALSE,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",federal-transit-administration
TRUE,"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty.",alison-lundergan-grimes
TRUE,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.",mitch-mcconnell
FALSE,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.",donald-trump
TRUE,Sen. Obama has always had a 100 percent prochoice rating.,barack-obama
TRUE,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.",frank-caprio
TRUE,The (federal) debt is growing by more than $4 billion a day.,rick-perry
TRUE,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",david-scott
FALSE,"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.",terry-mcauliffe
TRUE,Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,scott-walker
TRUE,"Under President Obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.",ron-johnson
TRUE,"The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.",donna-brazile
FALSE,Says Obama promised unemployment would never go above 8 percent.,paul-ryan
TRUE,The economy is creating jobs at the fastest pace since 1999.,barack-obama
TRUE,President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.,adam-hasner
TRUE,"In a majority of states, you can now marry freely, but can still be fired for who you love.",mark-pocan
FALSE,Say Oregon Reps. Peter DeFazio and Earl Blumenauer are socialists who are openly serving in the U.S. Congress.,blog-posting
FALSE,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",joe-biden
FALSE,"About half of the presidents have been governors; half of them, senators.",ted-cruz
TRUE,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.",hillary-clinton
TRUE,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",kathleen-sebelius
TRUE,Says 88 Texas constables have died in the line of duty.,bruce-elfant
TRUE,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.",republican-party-florida
TRUE,"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",dave-yost
TRUE,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.",alex-sink
TRUE,You had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,hillary-clinton
FALSE,The Air Force wants taxpayers to fund a fantasy football league.,blog-posting
FALSE,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,government-not-god-pac
TRUE,About 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,joe-scarborough
TRUE,Some neighborhood schools are closing.,texas-house-democratic-caucus
TRUE,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,john-mccain
TRUE,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",marco-rubio
FALSE,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",rick-scott
TRUE,Says the U.S. Supreme Court found that Social Security is not guaranteed.,david-jolly
FALSE,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,jon-keyser
TRUE,Oregonians have an amazing no-cost way to fight abortion with free political donations,oregon-right-life-pac
FALSE,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.",sean-hannity
FALSE,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",rush-limbaugh
TRUE,Newt Gingrichs immigration plan offers a new doorway to amnesty.,mitt-romney
FALSE,Mr. Caprio is a career politician who has never worked in the private sector.,john-robitaille
FALSE,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",patricia-morgan
TRUE,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!",dave-brat
TRUE,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,hillary-clinton
TRUE,Donald Trump has said nuclear proliferation is OK.,mark-warner
TRUE,"Hillary Clinton has taken over $800,000 from lobbyists.",barack-obama
FALSE,Barack Obama has never even worked in business.,rob-portman
TRUE,Says the Arizona immigration law expressly bans racial profiling.,john-cornyn
FALSE,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,louie-gohmert
FALSE,"On the VA: Over 300,000 veterans have died waiting for care.",donald-trump
TRUE,Were now spending 42 percent of our economy on government.,mitt-romney
FALSE,Rob Cornilles supports privatizing Medicare.,democratic-congressional-campaign-committee
FALSE,"In 2005, Dan Branch tried to expand third-trimester abortions in Texas.",texas-right-life
TRUE,We (Democrats) have made steady progress creating jobs and improving our schools.,armond-budish
FALSE,Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,jeff-kruse
TRUE,"Whether you like to admit it or not, half our general revenue goes to education.",mike-haridopolos
FALSE,Im the only one whos fought against developers draining the Everglades!,kendrick-meek
TRUE,Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,americans-united-change
TRUE,"There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.",paul-skip-stam
FALSE,Climate change is directly related to the growth of terrorism.,bernie-s
FALSE,The jobs bill includes President Obamas tax on soup kitchens,eric-cantor
FALSE,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,paul-ryan
TRUE,While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.,chain-email
TRUE,"If Milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.",robert-puente
FALSE,We have more illegal immigrants here than we did five years ago.,marco-rubio
FALSE,Says Rick Perry wrote a letter supporting Hillarycare.,ron-paul
FALSE,The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.,blog-posting
FALSE,"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",nancy-pfotenhauer
TRUE,(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.,gary-johnson
TRUE,Says Chris Christie vetoed a jobs package of 30 bills.,stephen-sweeney
TRUE,There are already more American jobs in the solar industry than in coal mining.,sheldon-whitehouse
TRUE,Says Illinois gubernatorial candidate Bill Bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,pat-quinn
TRUE,Barack Obama is in an economy thats only worsened since hes been president of the United States.,matthew-dowd
TRUE,"Romney failed to take action against ""sanctuary cities"" in Massachusetts.",rudy-giuliani
TRUE,"Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.",one-new-jersey
FALSE,Says Thomas Eric Duncan came into the United States with an elevated temperature.,darrell-issa
TRUE,We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,robert-gibbs
TRUE,Gas prices have gone up $2 since Obama took office.,michael-williams
TRUE,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,alan-grayson
TRUE,Says judges get better benefits at a lower cost than everybody else in the state.,chris-christie
TRUE,There are a lot of casinos across the country that have gone bankrupt.,robert-jacquard
TRUE,Small businesses create 70 percent of the jobs in America.,eric-cantor
TRUE,"Seniors with coverage under Medicare Advantage will give up ""more than their share"" because of health care reform",americas-health-insurance-plans
TRUE,"Over 12,000 school kids were arrested in Florida. It makes Florida the nations leader in that area.",dream-defenders
TRUE,If Texas were a country our economy would rank # 10...in the WORLD.,greg-abbott
FALSE,There are more oil rigs in operation in the United States than the rest of the world combined.,david-cicilline
TRUE,"Payday lenders profit from the poor by charging 1,000-plus percent interest.",wendy-davis
TRUE,"The Social Security trust fund is sound. Without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",marcy-kaptur
TRUE,It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,americans-tax-reform
FALSE,The Obama administration shut down the Amber Alert program because of the government shutdown.,tweets
TRUE,The Republicans have 2 percent of the Muslim vote.,tamara-holder
TRUE,"[W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!",hank-johnson
FALSE,"Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.",chain-email
TRUE,"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.",facebook-posts
TRUE,"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.",mike-murphy
TRUE,Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.,hillary-clinton
FALSE,"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.",sean-hannity
FALSE,Not one Republican has the guts to recognize that climate change is real.,bernie-s
TRUE,"While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.",bernie-s
FALSE,David Dewhurst has a record of promoting an income tax.,ted-cruz
TRUE,Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons,vincent-barrella
FALSE,"In the past year, more than 20 percent of Americans have changed their mind about the war in Afghanistan. They conclude we shouldn't be there.",alan-grayson
FALSE,"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.",lamar-smith
FALSE,The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,bill-johnson
FALSE,Says Obama health reform law denies millions access to affordable insurance.,eric-hovde
FALSE,Says HB2 hasnt moved the needle one iota on North Carolinas economy.,john-skvarla
FALSE,Close to 30% of our federal prison population consists of illegal immigrants.,daniel-mielke
FALSE,Says Rick Scott called education not a core function of the state.,florida-democratic-party
FALSE,"The Family Research Council, according to some government agencies, is a terrorist group.",ben-carson
TRUE,"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.",blue-oregon
TRUE,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,raymond-bateman
FALSE,Obamacare is the biggest tax increase in American history.,mark-neumann
TRUE,You ... said that Barack Obama was not ready to be commander in chief.,sarah-palin
TRUE,"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.",rana-foroohar
FALSE,Milwaukee Mayor Tom Barrett has held the line on property taxes.,barack-obama
TRUE,Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,alan-grayson
TRUE,"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.",tom-niehaus
FALSE,Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.,sherrod-brown
TRUE,"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.",nextgen-climate
TRUE,On how money from a possible lease of the Ohio Turnpike would be used,john-kasich
TRUE,"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.",barack-obama
TRUE,"The president has had 1,540 of his nominations confirmed, only four defeated.",mitch-mcconnell
TRUE,U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,ileana-ros-lehtinen
FALSE,"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",chris-moews
TRUE,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,robby-mook
TRUE,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",carolyn-maloney
TRUE,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",lindsey-graham
FALSE,Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,mark-strama
TRUE,One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,joe-biden
TRUE,"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""",patrick-leahy
TRUE,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",fix-austin-schools
TRUE,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.",democratic-senatorial-campaign-committee
TRUE,The Paul Ryan budget proposal would privatize Medicare.,agenda-project
TRUE,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,steven-teske
TRUE,The United States imprisons more than any nation in the world.,hank-johnson
FALSE,Says Marco Rubio is the one for an open border.,rand-paul
TRUE,"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.",dave-brat
FALSE,Says cuts to Medicare affect people who have already paid in. We paid for it.,national-republican-senatorial-committee
FALSE,David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,kesha-rogers
TRUE,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,sheldon-whitehouse
FALSE,Providences port is 200 miles closer to Europe than any other Eastern port.,james-bennett
TRUE,Says you need a photo ID to purchase Sudafed in Texas.,rick-perry
TRUE,Twenty percent of housing in Portlands Pearl District is affordable.,tom-hughes
TRUE,"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",jeff-merkley
TRUE,Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,barack-obama
TRUE,Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,sheila-oliver
TRUE,"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",judd-gregg
FALSE,Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,donald-trump
FALSE,We now have driven (health care) costs down to the lowest theyve been in 50 years.,hillary-clinton
TRUE,"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""",dick-cheney
TRUE,"Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.",national-republican-senatorial-committee
TRUE,"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",michael-moore
TRUE,"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",hillary-clinton
FALSE,Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.,bill-richardson
FALSE,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,barack-obama
TRUE,Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,paul-sarlo
TRUE,Warren (Buffett) still does support me.,barack-obama
TRUE,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,connie-mack
FALSE,A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,facebook-posts
TRUE,"About 230,000 people that were on unemployment when I took office are not on unemployment now.",rick-scott
FALSE,"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.",rush-limbaugh
FALSE,Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,allen-west
FALSE,Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,evan-feinberg
TRUE,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",bill-white
FALSE,Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,facebook-posts
FALSE,"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",moveon
FALSE,"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.",ken-cuccinelli
TRUE,"Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.",donald-trump
TRUE,"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",gwen-moore
TRUE,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,rudy-giuliani
TRUE,On legalizing illegal immigrants.,lou-dobbs
TRUE,Nearly half of all pregnancies in the U.S. are unintended.,edith-ajello
TRUE,"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",john-mccain
TRUE,"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",doug-thomas
TRUE,"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.",steve-latourette
FALSE,The top 1 percent pay over half of the entire revenue for this country.,trent-franks
FALSE,The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,scott-walker
TRUE,Chris Christie has not increased the taxes on anyone.,kim-guadagno
FALSE,The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,marco-rubio
FALSE,Says he never said he would keep education funding the same.,rick-scott
TRUE,"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",scott-walker
TRUE,"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",ted-strickland
TRUE,"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",thomas-brown
FALSE,(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,moveon
FALSE,Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,us-chamber-commerce
FALSE,Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,scott-brown
TRUE,"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.",marco-rubio
TRUE,Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,julian-castro
